description,label,filename,data
resized (120x120)fire0or1 images in rgb,0,NF_1490.jpg,"[[0.67357105 0.67712186 0.6803923  ... 0.6416479  0.63772824 0.63873752]
 [0.68050217 0.68248744 0.68401168 ... 0.64428639 0.63939322 0.63894061]
 [0.69206219 0.68982132 0.68802872 ... 0.64634988 0.64212154 0.63864755]
 ...
 [0.40742523 0.44533462 0.43975267 ... 0.34380607 0.29040157 0.45227282]
 [0.41356433 0.3856979  0.41778589 ... 0.39363695 0.31907793 0.38988151]
 [0.4029839  0.40090255 0.42848935 ... 0.50689706 0.42107204 0.4230026 ]]"
resized (120x120)fire0or1 images in rgb,0,NF_1491.jpg,"[[0.86993514 0.8627301  0.86097425 ... 0.81016281 0.80518939 0.80731212]
 [0.86522489 0.85936261 0.85548456 ... 0.80521195 0.8011703  0.80170269]
 [0.85907563 0.85256104 0.85036953 ... 0.79891098 0.79408952 0.79683769]
 ...
 [0.35193013 0.24560269 0.15746422 ... 0.2438804  0.22719832 0.29708217]
 [0.32495155 0.2328347  0.24232131 ... 0.20183942 0.22914475 0.30363123]
 [0.24427434 0.27486142 0.32090162 ... 0.18661928 0.27877179 0.26573006]]"
resized (120x120)fire0or1 images in rgb,0,NF_1492.jpg,"[[0.39848063 0.39848063 0.39848063 ... 0.25804519 0.25685486 0.25668505]
 [0.40694828 0.40694828 0.40694828 ... 0.26202808 0.25922654 0.25827895]
 [0.40809585 0.40809585 0.40809585 ... 0.26461858 0.26310267 0.2625885 ]
 ...
 [0.07029564 0.10463277 0.1369444  ... 0.41943756 0.31655073 0.21538139]
 [0.08088412 0.10837278 0.10583862 ... 0.33835272 0.38982804 0.40158995]
 [0.13433    0.18740876 0.09916631 ... 0.2995623  0.21268114 0.22376378]]"
resized (120x120)fire0or1 images in rgb,0,NF_1493.jpg,"[[0.34531683 0.34480816 0.33744515 ... 0.53150985 0.52515281 0.53272687]
 [0.35362805 0.35435142 0.35001454 ... 0.52960903 0.52654794 0.53297749]
 [0.35151631 0.35496722 0.35389618 ... 0.52918593 0.52927731 0.53317981]
 ...
 [0.51607997 0.47622027 0.5595468  ... 0.2140396  0.30570825 0.31176633]
 [0.5624029  0.59728458 0.64751741 ... 0.26822135 0.18682594 0.24943262]
 [0.5700251  0.57978003 0.57025566 ... 0.14618896 0.19133838 0.13184046]]"
resized (120x120)fire0or1 images in rgb,0,NF_1494.jpg,"[[0.48125826 0.49343306 0.48976918 ... 0.40113059 0.38731851 0.38474628]
 [0.48720455 0.49315685 0.49615584 ... 0.40627992 0.3925902  0.39195479]
 [0.48107814 0.50965891 0.5164755  ... 0.40597837 0.40022356 0.4001539 ]
 ...
 [0.61534489 0.60149754 0.55783577 ... 0.16917749 0.08843711 0.09816828]
 [0.60664821 0.61080637 0.59913551 ... 0.2933751  0.19850055 0.22055369]
 [0.63702187 0.6174604  0.60559352 ... 0.33635965 0.37873366 0.42786313]]"
resized (120x120)fire0or1 images in rgb,0,NF_1495.jpg,"[[0.30589829 0.29936387 0.32556405 ... 0.67851681 0.66399274 0.66378973]
 [0.30997293 0.30149787 0.2964803  ... 0.69298403 0.68014374 0.67311418]
 [0.33105483 0.32556277 0.31782441 ... 0.70492271 0.69496687 0.69807768]
 ...
 [0.48098392 0.3851288  0.33123206 ... 0.33595314 0.33407306 0.33323702]
 [0.45731202 0.34589545 0.34687599 ... 0.32465829 0.3237029  0.33350248]
 [0.44354824 0.37998725 0.35481752 ... 0.32687116 0.33091787 0.32831804]]"
resized (120x120)fire0or1 images in rgb,0,NF_1496.jpg,"[[0.88911765 0.88911765 0.88911765 ... 0.88408506 0.88111201 0.88077124]
 [0.88911765 0.88911765 0.88911765 ... 0.88643147 0.88396601 0.88309161]
 [0.88911765 0.88911765 0.88911765 ... 0.88896223 0.88735118 0.88724892]
 ...
 [0.19999303 0.18384273 0.18743094 ... 0.21864218 0.20994035 0.22132684]
 [0.20291078 0.21805945 0.20683073 ... 0.21145504 0.20998219 0.2041532 ]
 [0.1822891  0.18672038 0.19817273 ... 0.15762324 0.16579064 0.19086413]]"
resized (120x120)fire0or1 images in rgb,0,NF_1497.jpg,"[[0.77557692 0.7690377  0.7666405  ... 0.5938418  0.58630853 0.6023969 ]
 [0.76725143 0.76081912 0.75876233 ... 0.57032741 0.58154964 0.59534937]
 [0.7589441  0.75327506 0.74942649 ... 0.58401397 0.60321324 0.62482585]
 ...
 [0.07844503 0.01450207 0.01809163 ... 0.2335235  0.16732366 0.12987093]
 [0.21558651 0.02869342 0.01139603 ... 0.09702811 0.15900538 0.06834768]
 [0.25848908 0.03449814 0.01831093 ... 0.09165863 0.06774976 0.08488299]]"
resized (120x120)fire0or1 images in rgb,0,NF_1498.jpg,"[[0.85623669 0.86362792 0.87029022 ... 0.90292318 0.90292318 0.90292318]
 [0.85432023 0.8559463  0.86282385 ... 0.89916713 0.89916713 0.89916713]
 [0.83829215 0.83532334 0.84292249 ... 0.89514713 0.89514712 0.89514711]
 ...
 [0.03363541 0.03267504 0.06396781 ... 0.07787549 0.12017992 0.18827465]
 [0.02164807 0.02489991 0.02243188 ... 0.14044625 0.15249571 0.15768611]
 [0.06085067 0.02780143 0.05990066 ... 0.09954604 0.10782042 0.16481121]]"
resized (120x120)fire0or1 images in rgb,0,NF_1499.jpg,"[[0.78793156 0.78793271 0.78811974 ... 0.93538873 0.94320092 0.95180129]
 [0.78292191 0.7844147  0.7864817  ... 0.93026256 0.94241228 0.95427438]
 [0.77918601 0.78245968 0.78844227 ... 0.92981083 0.94215777 0.95316777]
 ...
 [0.02778919 0.02880262 0.02106839 ... 0.1368642  0.08787576 0.07646477]
 [0.0311325  0.01638579 0.0107835  ... 0.09900429 0.08614867 0.08448579]
 [0.01350592 0.01745805 0.01724971 ... 0.07474677 0.08973764 0.11993167]]"
resized (120x120)fire0or1 images in rgb,0,NF_15.jpg,"[[0.50052046 0.50170087 0.5196713  ... 0.44034444 0.40301658 0.3794347 ]
 [0.49175347 0.49001966 0.49873992 ... 0.44251834 0.51003582 0.53147088]
 [0.49157264 0.50788197 0.43896061 ... 0.41644922 0.42729697 0.40113231]
 ...
 [0.48874069 0.50329413 0.49376212 ... 0.59086653 0.59519368 0.55092367]
 [0.49982138 0.50377127 0.5156534  ... 0.52938775 0.53479899 0.47972993]
 [0.49110597 0.47615751 0.50228896 ... 0.53631281 0.52908095 0.50543136]]"
resized (120x120)fire0or1 images in rgb,0,NF_150.jpg,"[[0.40215105 0.40752454 0.40549899 ... 0.49970491 0.4948252  0.49152194]
 [0.4040465  0.40639693 0.43597303 ... 0.49330043 0.49321386 0.4991338 ]
 [0.43293605 0.46342661 0.48134656 ... 0.50771829 0.51505193 0.51531171]
 ...
 [0.43825295 0.2676009  0.31804504 ... 0.31422634 0.30874691 0.39210063]
 [0.31684106 0.33013005 0.35000948 ... 0.28256518 0.38788253 0.33209889]
 [0.45105506 0.43949532 0.38841474 ... 0.23169914 0.28685876 0.31057619]]"
resized (120x120)fire0or1 images in rgb,0,NF_1500.jpg,"[[0.56411291 0.57539371 0.5725368  ... 0.71954633 0.72508461 0.71849066]
 [0.56621111 0.57368045 0.57232176 ... 0.73261669 0.73689179 0.73667445]
 [0.56003229 0.56063419 0.56192817 ... 0.74705477 0.74880431 0.74610778]
 ...
 [0.55752918 0.60288877 0.54331171 ... 0.57193687 0.58457205 0.61845484]
 [0.56221234 0.53302787 0.56310926 ... 0.62184469 0.54787112 0.55642823]
 [0.57939228 0.57332974 0.54945538 ... 0.63359176 0.60091063 0.58262064]]"
resized (120x120)fire0or1 images in rgb,0,NF_1501.jpg,"[[0.73051211 0.77290383 0.79685933 ... 0.34888103 0.34564588 0.34608428]
 [0.70851805 0.73264246 0.7585165  ... 0.35551784 0.35229441 0.35484831]
 [0.70780397 0.71072415 0.74218934 ... 0.365119   0.36320783 0.36003467]
 ...
 [0.45202178 0.28204555 0.55534192 ... 0.57213366 0.54349682 0.40678353]
 [0.24789747 0.27481339 0.47523824 ... 0.32604717 0.40299775 0.45520164]
 [0.24848086 0.37119933 0.55991174 ... 0.36418683 0.4558476  0.38661647]]"
resized (120x120)fire0or1 images in rgb,0,NF_1502.jpg,"[[0.57489763 0.58719087 0.58547801 ... 0.59084304 0.58862814 0.59181007]
 [0.58395047 0.59227427 0.58460865 ... 0.59446035 0.59361295 0.59426076]
 [0.58630194 0.59511263 0.58855262 ... 0.59847623 0.59928497 0.59865847]
 ...
 [0.41214161 0.46135372 0.42307599 ... 0.39633937 0.39265769 0.36022535]
 [0.40433165 0.4078944  0.41699574 ... 0.35734675 0.33619835 0.35635867]
 [0.41621965 0.42994964 0.40652711 ... 0.31573255 0.30498188 0.30489978]]"
resized (120x120)fire0or1 images in rgb,0,NF_1503.jpg,"[[0.72733473 0.71639791 0.73538404 ... 0.78244389 0.77534341 0.78401087]
 [0.73601842 0.72699438 0.73712928 ... 0.78604579 0.78240861 0.78127241]
 [0.74613886 0.74057523 0.73783119 ... 0.78993768 0.79365549 0.78279933]
 ...
 [0.08724196 0.09633133 0.08205809 ... 0.36329632 0.35511625 0.32677682]
 [0.0460588  0.05188427 0.02658001 ... 0.33933228 0.295956   0.27849945]
 [0.0574023  0.07051751 0.03802632 ... 0.32230775 0.30866475 0.29823449]]"
resized (120x120)fire0or1 images in rgb,0,NF_1504.jpg,"[[0.67062536 0.67348208 0.67696533 ... 0.72365481 0.72365481 0.72365481]
 [0.67446283 0.67730223 0.67980593 ... 0.72834141 0.72834141 0.72834141]
 [0.67674691 0.67929323 0.68259644 ... 0.73997605 0.73997605 0.73997605]
 ...
 [0.17258142 0.28613241 0.1999278  ... 0.31222106 0.33835286 0.40402319]
 [0.23846277 0.26141237 0.23839185 ... 0.39072283 0.31082988 0.40708542]
 [0.14980605 0.1862127  0.19517595 ... 0.32582488 0.3817362  0.35251358]]"
resized (120x120)fire0or1 images in rgb,0,NF_1505.jpg,"[[0.71148448 0.71463549 0.71752963 ... 0.77434139 0.76598319 0.76314316]
 [0.71806087 0.72142021 0.72475426 ... 0.77017552 0.77380973 0.77227058]
 [0.73014347 0.73171916 0.73449802 ... 0.77187686 0.77331396 0.77608739]
 ...
 [0.41765028 0.5010383  0.49859695 ... 0.04417532 0.0508533  0.07915222]
 [0.53269546 0.5337099  0.50974197 ... 0.0580132  0.05796987 0.07151475]
 [0.51939533 0.48909862 0.54301965 ... 0.05867316 0.06617662 0.08606304]]"
resized (120x120)fire0or1 images in rgb,0,NF_1506.jpg,"[[0.72511602 0.72878351 0.73255464 ... 0.68335666 0.68041434 0.69376273]
 [0.73486068 0.73562399 0.73780655 ... 0.69022468 0.68960684 0.69133845]
 [0.74672907 0.74547919 0.74302126 ... 0.70179463 0.70253913 0.69502539]
 ...
 [0.3352847  0.12839313 0.21782362 ... 0.48491212 0.47345615 0.43466438]
 [0.43157713 0.24529888 0.4016616  ... 0.40754046 0.4291505  0.4190466 ]
 [0.32252206 0.47558357 0.3932025  ... 0.31939162 0.43153771 0.40377751]]"
resized (120x120)fire0or1 images in rgb,0,NF_1507.jpg,"[[0.79498415 0.79048926 0.79017589 ... 0.83666958 0.83680187 0.83908546]
 [0.79912917 0.79562559 0.79803116 ... 0.84242456 0.84257678 0.84520443]
 [0.80727047 0.8061569  0.81270748 ... 0.84715455 0.846914   0.84276151]
 ...
 [0.14513195 0.23576196 0.26801337 ... 0.20170517 0.2333711  0.21732657]
 [0.18111762 0.19881989 0.27366776 ... 0.14677794 0.14307877 0.1056476 ]
 [0.20933776 0.1632902  0.20091786 ... 0.1699728  0.15371324 0.11019058]]"
resized (120x120)fire0or1 images in rgb,0,NF_1508.jpg,"[[0.72646194 0.73268532 0.7353084  ... 0.72961698 0.72249963 0.72445323]
 [0.73405496 0.7392107  0.73925855 ... 0.7386284  0.73580116 0.73170626]
 [0.75165355 0.7544706  0.75166734 ... 0.74210559 0.74645125 0.74508112]
 ...
 [0.31956384 0.22332206 0.16645279 ... 0.37112599 0.41357315 0.46927657]
 [0.16634801 0.24064208 0.30826873 ... 0.40903416 0.43534459 0.47617978]
 [0.15327093 0.27617321 0.26621217 ... 0.42904192 0.39974538 0.35702856]]"
resized (120x120)fire0or1 images in rgb,0,NF_1509.jpg,"[[0.79701776 0.79127985 0.78799297 ... 0.65792599 0.65799244 0.65913947]
 [0.80202151 0.79574525 0.79354441 ... 0.67131153 0.67102181 0.66602059]
 [0.80800726 0.80221831 0.79865976 ... 0.67785374 0.67779568 0.67679343]
 ...
 [0.23772384 0.24532245 0.24871105 ... 0.14006417 0.03983381 0.0601584 ]
 [0.25945758 0.17593215 0.26264755 ... 0.13608122 0.04640024 0.04907595]
 [0.15876441 0.26539019 0.2893408  ... 0.09197183 0.05422815 0.04948897]]"
resized (120x120)fire0or1 images in rgb,0,NF_151.jpg,"[[0.37345506 0.37243009 0.373289   ... 0.46566764 0.46218174 0.46399441]
 [0.43077711 0.41284929 0.40539276 ... 0.45754743 0.45121507 0.4603028 ]
 [0.46022485 0.46359043 0.45779717 ... 0.49335314 0.49350458 0.49833536]
 ...
 [0.23076036 0.27641613 0.65551686 ... 0.22290029 0.12313918 0.16416156]
 [0.69073509 0.52100829 0.48828997 ... 0.1717581  0.22147237 0.15115607]
 [0.70248559 0.43065593 0.27547192 ... 0.22199264 0.2683099  0.1219249 ]]"
resized (120x120)fire0or1 images in rgb,0,NF_1510.jpg,"[[0.46226621 0.45810519 0.45113833 ... 0.53671155 0.53981839 0.5455765 ]
 [0.45949833 0.45471221 0.44832447 ... 0.5054415  0.50811216 0.50586458]
 [0.44871336 0.44451235 0.43890582 ... 0.46826072 0.46607672 0.47120967]
 ...
 [0.35640333 0.35916696 0.31854184 ... 0.16240027 0.17877226 0.21063551]
 [0.31257089 0.34679638 0.31536994 ... 0.18206677 0.18990468 0.20879456]
 [0.31909884 0.3403008  0.29738224 ... 0.2500847  0.19765145 0.22458137]]"
resized (120x120)fire0or1 images in rgb,0,NF_1511.jpg,"[[0.65438354 0.65297299 0.65038449 ... 0.69907874 0.60097666 0.69703207]
 [0.66168119 0.6602079  0.65732178 ... 0.72369057 0.46047615 0.66956828]
 [0.67377905 0.67036894 0.66649679 ... 0.65160589 0.35789847 0.50022091]
 ...
 [0.29570156 0.31224938 0.36664279 ... 0.39629031 0.38146822 0.40538031]
 [0.24602764 0.35857349 0.34902959 ... 0.40272374 0.35675175 0.3783136 ]
 [0.29012888 0.35645007 0.37172602 ... 0.36687058 0.35742257 0.3045812 ]]"
resized (120x120)fire0or1 images in rgb,0,NF_1512.jpg,"[[0.50617428 0.50300089 0.50004257 ... 0.36925969 0.36906078 0.36562718]
 [0.50780205 0.50593525 0.50222922 ... 0.36697757 0.36689628 0.36549306]
 [0.51722829 0.51509531 0.51237599 ... 0.37772419 0.37774307 0.37806907]
 ...
 [0.77759132 0.5730002  0.47834605 ... 0.45632546 0.45336342 0.4364995 ]
 [0.77291444 0.57145556 0.45536441 ... 0.46492221 0.40626891 0.41660433]
 [0.74752827 0.55451235 0.45550312 ... 0.41818334 0.41435149 0.35363386]]"
resized (120x120)fire0or1 images in rgb,0,NF_1513.jpg,"[[0.64738174 0.65247932 0.67756565 ... 0.79927474 0.79806883 0.81237958]
 [0.66097601 0.65957868 0.65713506 ... 0.79496701 0.8003006  0.79630542]
 [0.64746153 0.65544362 0.66262561 ... 0.74482198 0.74924047 0.73486143]
 ...
 [0.06141429 0.17192734 0.29144821 ... 0.04960316 0.04820348 0.0500006 ]
 [0.0459855  0.21005792 0.32993418 ... 0.04843457 0.04682338 0.04990535]
 [0.04549622 0.14764428 0.29650451 ... 0.05178901 0.05186747 0.05436599]]"
resized (120x120)fire0or1 images in rgb,0,NF_1514.jpg,"[[0.60007576 0.61161041 0.62825767 ... 0.65434651 0.64984149 0.64183038]
 [0.6369741  0.64290783 0.6511835  ... 0.68059608 0.67508941 0.66788883]
 [0.65227224 0.65522748 0.6602991  ... 0.69640144 0.69192828 0.68561129]
 ...
 [0.1122943  0.05294271 0.01377226 ... 0.1184494  0.1143343  0.10610929]
 [0.13965826 0.02231063 0.02254272 ... 0.08766309 0.10416812 0.10598192]
 [0.14122408 0.04712794 0.01535946 ... 0.08367196 0.08516552 0.10791398]]"
resized (120x120)fire0or1 images in rgb,0,NF_1515.jpg,"[[0.44585438 0.44141917 0.43398545 ... 0.57916292 0.57883155 0.57311138]
 [0.42837899 0.4297135  0.43195458 ... 0.59493354 0.59449797 0.58697899]
 [0.42400721 0.4275277  0.43190964 ... 0.59711844 0.59721342 0.59885291]
 ...
 [0.04306063 0.05878505 0.04285253 ... 0.08679882 0.08945959 0.09404554]
 [0.0357283  0.03351042 0.05759201 ... 0.07351618 0.0789972  0.09560138]
 [0.02749306 0.03882227 0.04428617 ... 0.07616582 0.08026839 0.07563831]]"
resized (120x120)fire0or1 images in rgb,0,NF_1516.jpg,"[[0.40582212 0.41487503 0.41739108 ... 0.46184455 0.46151318 0.455793  ]
 [0.41238659 0.41739226 0.41906726 ... 0.4703122  0.46987663 0.46235765]
 [0.42164264 0.41954284 0.42237112 ... 0.47145977 0.47155475 0.47319424]
 ...
 [0.42360392 0.39062527 0.40215628 ... 0.3563445  0.38517161 0.37594415]
 [0.36657038 0.40046365 0.41990938 ... 0.38312398 0.33000118 0.38038788]
 [0.31503793 0.32338019 0.38516204 ... 0.39025585 0.37236617 0.36883783]]"
resized (120x120)fire0or1 images in rgb,0,NF_1517.jpg,"[[0.24777005 0.25467039 0.25314053 ... 0.31741991 0.32636053 0.3483955 ]
 [0.25001037 0.2531404  0.25470266 ... 0.37154239 0.36583811 0.36982461]
 [0.2509927  0.25109601 0.25586052 ... 0.36905157 0.36987421 0.38844688]
 ...
 [0.23352613 0.30733057 0.35157251 ... 0.53690998 0.34814558 0.2817022 ]
 [0.26727371 0.22266567 0.26865075 ... 0.44494343 0.59309977 0.56289097]
 [0.20688559 0.21637082 0.21186876 ... 0.48347625 0.58385223 0.57737878]]"
resized (120x120)fire0or1 images in rgb,0,NF_1518.jpg,"[[0.59383389 0.59383389 0.59383389 ... 0.58722261 0.589039   0.57898886]
 [0.59942313 0.59942313 0.59942313 ... 0.58919416 0.58920046 0.58476703]
 [0.6024249  0.6024249  0.6024249  ... 0.58818068 0.5880613  0.59379126]
 ...
 [0.82639559 0.78997245 0.76058301 ... 0.69289044 0.61457869 0.64712552]
 [0.755294   0.79177907 0.75174651 ... 0.71999584 0.665265   0.66121682]
 [0.70203659 0.70806685 0.73154802 ... 0.76348719 0.69737408 0.70848673]]"
resized (120x120)fire0or1 images in rgb,0,NF_1519.jpg,"[[0.87031193 0.87031193 0.87031193 ... 0.16646405 0.04272713 0.07207715]
 [0.87606691 0.87606691 0.87606691 ... 0.09343109 0.08735016 0.23714405]
 [0.88079691 0.88079691 0.88079691 ... 0.29191969 0.22636359 0.25229199]
 ...
 [0.23942637 0.10511924 0.11609007 ... 0.07448762 0.50346634 0.76895718]
 [0.13686664 0.07463978 0.06184979 ... 0.15899356 0.47092232 0.19990638]
 [0.11690979 0.0866326  0.04278313 ... 0.05918217 0.12739031 0.12302741]]"
resized (120x120)fire0or1 images in rgb,0,NF_152.jpg,"[[0.58844595 0.61450606 0.64178782 ... 0.25813804 0.25835903 0.26217373]
 [0.48362242 0.58172315 0.61245144 ... 0.27022058 0.27019453 0.26974499]
 [0.36484722 0.43234498 0.51251604 ... 0.26955737 0.26989258 0.27574372]
 ...
 [0.68384495 0.65591391 0.6722449  ... 0.70119494 0.70466292 0.70994026]
 [0.65311245 0.63796966 0.6415721  ... 0.69873875 0.6996858  0.69436529]
 [0.62573009 0.60967573 0.62754679 ... 0.69058588 0.6961828  0.6908702 ]]"
resized (120x120)fire0or1 images in rgb,0,NF_1520.jpg,"[[0.50223252 0.49359622 0.48550623 ... 0.52781652 0.52055556 0.51673699]
 [0.54126859 0.54035633 0.53043488 ... 0.53833943 0.52893449 0.5219269 ]
 [0.55969324 0.5509686  0.56163013 ... 0.56786804 0.55609516 0.53582908]
 ...
 [0.43669421 0.30980033 0.39385549 ... 0.34391758 0.42286577 0.57227302]
 [0.42585341 0.44134509 0.46691734 ... 0.44687076 0.51495134 0.4712073 ]
 [0.45680776 0.39924843 0.52338817 ... 0.49209691 0.33714261 0.34208663]]"
resized (120x120)fire0or1 images in rgb,0,NF_1521.jpg,"[[0.66319305 0.66551279 0.66951156 ... 0.7354923  0.73850595 0.73867794]
 [0.65827409 0.66071452 0.66404682 ... 0.73162052 0.73306155 0.73326878]
 [0.64432407 0.64770729 0.65091925 ... 0.72373045 0.72652553 0.72743478]
 ...
 [0.07008332 0.0958584  0.13467262 ... 0.24879272 0.12874633 0.19267957]
 [0.04299876 0.06629011 0.1176372  ... 0.22714827 0.27014321 0.16399639]
 [0.05169789 0.08180204 0.19119488 ... 0.05930785 0.10634462 0.23537421]]"
resized (120x120)fire0or1 images in rgb,0,NF_1522.jpg,"[[0.40741451 0.40741451 0.40741451 ... 0.3371581  0.33687798 0.33204255]
 [0.40741451 0.40741451 0.40741451 ... 0.33451217 0.33429659 0.33057523]
 [0.40741451 0.40741451 0.40741451 ... 0.34083054 0.34073822 0.33914458]
 ...
 [0.64878522 0.72599226 0.72599417 ... 0.58101148 0.83219943 0.87587784]
 [0.69183381 0.70846375 0.67670854 ... 0.89013026 0.85724914 0.8558988 ]
 [0.6790442  0.68082668 0.61099275 ... 0.86753389 0.8319881  0.84026152]]"
resized (120x120)fire0or1 images in rgb,0,NF_1523.jpg,"[[0.16158406 0.1760949  0.14711497 ... 0.51289409 0.51252536 0.50616031]
 [0.05399281 0.09655779 0.13637287 ... 0.50979249 0.50987318 0.51126603]
 [0.10728183 0.0819136  0.08910344 ... 0.51851912 0.518397   0.51628901]
 ...
 [0.47471217 0.54075621 0.50718123 ... 0.34963436 0.35042999 0.43818452]
 [0.47265127 0.54883906 0.53322049 ... 0.34900824 0.33182625 0.47337116]
 [0.49970695 0.47517215 0.55230028 ... 0.32808799 0.30022226 0.29786179]]"
resized (120x120)fire0or1 images in rgb,0,NF_1524.jpg,"[[0.85783893 0.85664153 0.859299   ... 0.68877648 0.68710149 0.67875041]
 [0.87117116 0.86474881 0.8617124  ... 0.70961877 0.70110424 0.70936371]
 [0.86714092 0.86151689 0.85983145 ... 0.71516044 0.6949722  0.70320016]
 ...
 [0.21632654 0.22404815 0.30867558 ... 0.52172242 0.2957378  0.33066954]
 [0.24064289 0.21903267 0.26756999 ... 0.26207479 0.21401794 0.23774902]
 [0.28215343 0.20308725 0.20103473 ... 0.30874945 0.24882012 0.2762077 ]]"
resized (120x120)fire0or1 images in rgb,0,NF_1525.jpg,"[[0.99607843 0.99607843 0.99607843 ... 0.18418077 0.18547371 0.19954419]
 [0.99607843 0.99607843 0.99607843 ... 0.18515011 0.1889185  0.22616752]
 [0.99607843 0.99607843 0.99607843 ... 0.21011251 0.18663078 0.17505123]
 ...
 [0.41249153 0.37178196 0.40634036 ... 0.23501044 0.24225479 0.21169252]
 [0.55569707 0.51353046 0.42922312 ... 0.20384463 0.19587408 0.18006574]
 [0.56035442 0.49959986 0.52326204 ... 0.17258651 0.17238689 0.17775123]]"
resized (120x120)fire0or1 images in rgb,0,NF_1526.jpg,"[[0.96069289 0.95972083 0.97706205 ... 0.96638733 0.94449243 0.92596476]
 [0.96830067 0.96913141 0.97859619 ... 0.96881832 0.95783928 0.96316408]
 [0.97972088 0.98519247 0.98201817 ... 0.9668575  0.95909729 0.96697302]
 ...
 [0.51213669 0.60332368 0.51252954 ... 0.38173689 0.3902751  0.39034392]
 [0.49513025 0.45323684 0.452151   ... 0.37966207 0.36504318 0.39504796]
 [0.32310865 0.36640436 0.39223685 ... 0.41182879 0.36770371 0.38809754]]"
resized (120x120)fire0or1 images in rgb,0,NF_1527.jpg,"[[0.28770626 0.27562326 0.28850525 ... 0.36836874 0.36819892 0.36526747]
 [0.25414652 0.28444627 0.28547453 ... 0.37715293 0.37733163 0.38041638]
 [0.22496329 0.28994157 0.30070157 ... 0.38010771 0.38017675 0.38136846]
 ...
 [0.19106398 0.23168191 0.24927636 ... 0.32377503 0.32254795 0.33484426]
 [0.884563   0.90836519 0.92170343 ... 0.33665404 0.33073108 0.33412459]
 [0.96096089 0.95848202 0.95842138 ... 0.32835728 0.3191239  0.33155748]]"
resized (120x120)fire0or1 images in rgb,0,NF_1528.jpg,"[[0.4614666  0.46734842 0.47133505 ... 0.60780142 0.6177887  0.61403705]
 [0.4730755  0.48036144 0.48231525 ... 0.61704825 0.62117499 0.62179652]
 [0.49107119 0.49827061 0.49986297 ... 0.63322095 0.62841291 0.63513872]
 ...
 [0.15988777 0.10549388 0.06805925 ... 0.12475621 0.15253452 0.13612264]
 [0.1007585  0.07996804 0.11852136 ... 0.32547077 0.36993303 0.34697415]
 [0.10638658 0.14797798 0.09077999 ... 0.20252066 0.43064011 0.46797698]]"
resized (120x120)fire0or1 images in rgb,0,NF_1529.jpg,"[[0.35091914 0.1946606  0.40841629 ... 0.51390134 0.51402014 0.51753297]
 [0.29311702 0.19975138 0.38502332 ... 0.51975203 0.51971621 0.51997825]
 [0.20253311 0.41060554 0.44914919 ... 0.52547999 0.52530041 0.52241257]
 ...
 [0.42380496 0.26529415 0.2544935  ... 0.28015017 0.09421272 0.07486231]
 [0.69480615 0.62609608 0.35473927 ... 0.16671796 0.20348368 0.14788306]
 [0.38068433 0.40534439 0.43196353 ... 0.09988531 0.08145219 0.14735404]]"
resized (120x120)fire0or1 images in rgb,0,NF_153.jpg,"[[0.49725513 0.50363922 0.50733239 ... 0.6217744  0.62749936 0.62729316]
 [0.49935795 0.50597293 0.51042255 ... 0.64114785 0.63392744 0.63023754]
 [0.508896   0.51569903 0.51818427 ... 0.65365094 0.64673132 0.64004815]
 ...
 [0.04479489 0.05824822 0.045218   ... 0.07479991 0.09539641 0.05418833]
 [0.06024224 0.04524906 0.05920599 ... 0.17403257 0.08864741 0.10791207]
 [0.05339133 0.06667815 0.07257365 ... 0.10193518 0.06064678 0.14080414]]"
resized (120x120)fire0or1 images in rgb,0,NF_1530.jpg,"[[0.62748513 0.62748513 0.62748513 ... 0.51212012 0.5060478  0.25067453]
 [0.63496762 0.63496762 0.63496762 ... 0.5338531  0.53018905 0.25289114]
 [0.63966603 0.63966603 0.63966603 ... 0.54378313 0.54157859 0.25422299]
 ...
 [0.47671741 0.43278232 0.43729538 ... 0.35126505 0.34506705 0.17214579]
 [0.46816208 0.4045009  0.43994063 ... 0.3414417  0.32518412 0.16318539]
 [0.42194905 0.46022463 0.44919585 ... 0.33279108 0.32434084 0.16332777]]"
resized (120x120)fire0or1 images in rgb,0,NF_1531.jpg,"[[0.02221002 0.11038708 0.11706654 ... 0.14162431 0.14161127 0.14159822]
 [0.05291339 0.33448117 0.35545267 ... 0.48699152 0.48696951 0.48694749]
 [0.05289344 0.33134794 0.36844711 ... 0.4941029  0.49408135 0.49405981]
 ...
 [0.06092692 0.40549521 0.67929931 ... 0.44605631 0.41677422 0.48105714]
 [0.07587199 0.50024601 0.66078073 ... 0.51389862 0.53446499 0.46047282]
 [0.06974166 0.64149999 0.78448659 ... 0.56820853 0.54701787 0.48996395]]"
resized (120x120)fire0or1 images in rgb,0,NF_1532.jpg,"[[0.66659842 0.66271428 0.66360872 ... 0.64874873 0.64582251 0.64693182]
 [0.66834297 0.6639066  0.66422792 ... 0.63862415 0.63575905 0.63786333]
 [0.66941256 0.66518544 0.6657577  ... 0.64434742 0.64231878 0.6405779 ]
 ...
 [0.31727728 0.33547413 0.33851553 ... 0.32221385 0.32401108 0.31361975]
 [0.33405885 0.32907198 0.3231218  ... 0.31891907 0.34255826 0.34982049]
 [0.33905663 0.31123525 0.31028458 ... 0.31780238 0.32649292 0.35087182]]"
